Date,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
04-Feb-25,EQ,132.8,134.34,131.87,131.82,133.1,133.42,133.08,184.6,122.62,"2,50,32,519","3,33,13,80,045.26","1,73,008"
03-Feb-25,EQ,131.29,132.51,127.81,132.97,131.52,131.82,130.02,184.6,122.62,"2,77,65,357","3,61,01,21,727.84","2,17,595"
01-Feb-25,EQ,135,135.5,130.25,134.62,133,132.97,133.26,184.6,122.62,"2,11,73,846","2,82,17,02,724.62","1,22,582"
31-Jan-25,EQ,131.12,135,129.93,131.12,134.9,134.62,133.62,184.6,122.62,"2,66,89,228","3,56,63,38,275.87","1,70,870"
30-Jan-25,EQ,130.8,132.15,130.1,130.8,131.8,131.12,131.3,184.6,122.62,"2,52,56,096","3,31,60,53,251.18","1,52,907"
29-Jan-25,EQ,129,131.34,128.55,128.62,131,130.8,130.49,184.6,122.62,"1,66,74,706","2,17,58,73,479.85","1,51,765"
28-Jan-25,EQ,126.37,130.49,124.74,126.37,128.95,128.62,128.42,184.6,122.62,"4,03,73,804","5,18,48,26,348.23","2,80,931"
27-Jan-25,EQ,129.02,129.45,125.74,129.74,126.55,126.37,127.93,184.6,122.62,"2,46,50,571","3,15,36,38,220.92","1,92,562"
24-Jan-25,EQ,130.5,133.2,129.31,130.37,130.5,129.74,131.01,184.6,122.62,"3,70,92,106","4,85,96,03,275.51","2,32,578"
23-Jan-25,EQ,127.85,130.75,127.7,128.92,130.65,130.37,130.01,184.6,122.62,"2,07,22,538","2,69,40,72,514.27","1,49,396"
22-Jan-25,EQ,130.25,130.35,127.12,129.7,128.85,128.92,128.45,184.6,122.62,"2,75,05,569","3,53,30,07,239.30","1,96,312"
21-Jan-25,EQ,132.06,132.4,129.25,131.66,129.78,129.7,130.69,184.6,122.62,"3,22,38,213","4,21,33,67,366.39","2,16,078"
20-Jan-25,EQ,130.99,132.1,128.91,130.28,131.47,131.66,130.59,184.6,122.62,"2,05,71,916","2,68,64,64,953.32","1,73,350"
17-Jan-25,EQ,127.9,131.16,127.64,127.81,130.15,130.28,129.6,184.6,122.62,"2,74,21,959","3,55,37,81,052.65","2,08,791"
16-Jan-25,EQ,128,128.47,126.56,126.53,127.7,127.81,127.54,184.6,122.62,"2,21,64,393","2,82,68,49,469.18","1,76,428"
15-Jan-25,EQ,128,128.31,125.78,126.93,126.6,126.53,127,184.6,122.62,"1,87,73,125","2,38,41,73,457.53","1,96,481"
14-Jan-25,EQ,122.94,127.64,122.94,122.93,127.22,126.93,126.13,184.6,122.62,"3,68,77,365","4,65,14,65,899.79","2,53,782"
13-Jan-25,EQ,126,126.5,122.62,127.43,122.8,122.93,124.43,184.6,122.62,"3,89,68,332","4,84,87,85,035.50","3,30,215"
10-Jan-25,EQ,129.93,130.39,126.7,129.93,127.78,127.43,128.02,184.6,126.7,"3,48,55,510","4,46,23,16,144.21","2,61,109"
09-Jan-25,EQ,132,132.4,129.7,132.64,130.12,129.93,130.53,184.6,128.2,"3,19,03,107","4,16,42,81,728.67","2,52,233"
08-Jan-25,EQ,133.93,134.24,131.77,133.38,132.55,132.64,132.65,184.6,128.2,"3,15,70,331","4,18,76,51,105.64","2,62,476"
07-Jan-25,EQ,132.78,133.88,132.01,132.18,133.18,133.38,133.05,184.6,128.2,"2,42,39,451","3,22,49,73,077.16","1,93,472"
06-Jan-25,EQ,138.36,138.39,131.35,138.36,132,132.18,133.44,184.6,128.2,"4,46,20,509","5,95,40,73,554.56","3,89,702"
03-Jan-25,EQ,138.18,139.73,137.84,138.18,138.33,138.36,138.69,184.6,128.2,"2,33,51,832","3,23,86,24,775.28","1,74,962"
02-Jan-25,EQ,137,138.45,136.4,136.74,138,138.18,137.44,184.6,128.2,"2,33,88,424","3,21,44,29,963.27","2,12,832"
01-Jan-25,EQ,138.1,138.45,136.58,138.05,136.87,136.74,137.06,184.6,128.2,"1,81,69,498","2,49,02,38,878.67","1,67,193"
31-Dec-24,EQ,136.87,138.68,136.56,136.88,138.1,138.05,137.63,184.6,128.2,"2,00,80,291","2,76,36,36,940.24","1,84,867"
30-Dec-24,EQ,138.91,139.25,136.09,138.91,137.5,136.88,137.76,184.6,128.2,"3,25,55,723","4,48,49,71,555.03","2,08,126"
27-Dec-24,EQ,140.7,141.75,138.61,140.36,138.97,138.91,139.95,184.6,128.2,"1,95,62,177","2,73,77,25,744.49","1,67,507"
26-Dec-24,EQ,140.95,141.15,139.51,140.38,140.6,140.36,140.24,184.6,128.2,"2,39,39,932","3,35,72,75,738.90","1,76,823"
24-Dec-24,EQ,141.2,141.5,139.25,141.71,140.9,140.38,140.29,184.6,128.2,"2,58,82,917","3,63,11,84,790.95","2,20,844"
23-Dec-24,EQ,142.45,143.8,140.61,140.68,141.81,141.71,142.37,184.6,128.2,"2,75,14,178","3,91,70,66,565.54","1,80,882"
20-Dec-24,EQ,142.89,144.4,140,143.26,140.45,140.68,142.23,184.6,127.85,"4,65,03,449","6,61,42,64,006.51","2,39,716"
19-Dec-24,EQ,141.55,143.8,141.1,144.46,143.14,143.26,142.36,184.6,127.85,"2,71,04,579","3,85,84,97,950.48","1,76,879"
18-Dec-24,EQ,146,146.9,143.3,145.68,144.54,144.46,144.65,184.6,127.85,"1,98,50,229","2,87,13,62,747.44","1,70,033"
17-Dec-24,EQ,147.79,148.5,145.33,147.79,145.65,145.68,146.89,184.6,127.85,"2,71,10,781","3,98,24,33,031.75","1,78,654"
16-Dec-24,EQ,148.94,149.8,147.1,148.95,147.8,147.79,148.03,184.6,127.85,"2,26,34,773","3,35,06,62,277.23","1,34,545"
13-Dec-24,EQ,150,150.05,145.55,150.78,148.8,148.95,147.45,184.6,127.85,"3,97,01,388","5,85,37,97,485.13","2,44,523"
12-Dec-24,EQ,150.87,151.63,148.7,150.6,150.4,150.78,150.22,184.6,127.85,"2,57,61,723","3,87,00,04,937.04","2,10,043"
11-Dec-24,EQ,150.59,152.11,150.06,150.32,150.65,150.6,151.24,184.6,127.85,"2,04,99,709","3,10,03,14,497.16","1,54,183"
10-Dec-24,EQ,150.19,152.5,149.31,149.88,150.38,150.32,150.93,184.6,127.85,"3,62,78,104","5,47,54,08,272.35","1,98,144"
09-Dec-24,EQ,148.29,150.67,146.63,148.29,149.7,149.88,148.72,184.6,127.85,"3,90,59,139","5,80,90,31,759.51","2,13,740"
06-Dec-24,EQ,147.5,148.68,146.6,147.07,148.1,148.29,147.54,184.6,127.85,"3,06,04,899","4,51,55,76,192.18","1,52,986"
05-Dec-24,EQ,146.5,147.88,144.8,145.85,147.11,147.07,146.48,184.6,127.85,"3,63,28,245","5,32,11,83,497.69","3,20,660"
04-Dec-24,EQ,147,147.05,144,146.54,145.89,145.85,145.43,184.6,127.85,"3,85,37,808","5,60,44,63,660.25","2,93,458"
03-Dec-24,EQ,146.75,148.2,146.34,146.41,146.6,146.54,146.87,184.6,127.85,"3,55,27,228","5,21,80,28,534.67","2,56,795"
02-Dec-24,EQ,144.11,146.83,143.14,144.54,146.36,146.41,145.29,184.6,127.85,"2,38,40,351","3,46,36,51,919.14","1,78,524"
29-Nov-24,EQ,143.9,145.49,143.05,143.39,144.45,144.54,144.47,184.6,126,"2,97,42,979","4,29,70,99,540.79","1,80,493"
28-Nov-24,EQ,144,145.25,143.09,144.53,143.63,143.39,144.13,184.6,126,"3,09,47,861","4,46,05,28,750.48","2,67,599"
27-Nov-24,EQ,144.31,144.9,142.9,144.47,144.64,144.53,143.94,184.6,126,"2,48,95,631","3,58,34,50,837.82","1,71,733"
26-Nov-24,EQ,144.22,145.8,143.58,143.67,144.42,144.47,144.86,184.6,126,"2,56,08,469","3,70,96,54,966.85","1,40,188"
25-Nov-24,EQ,144.94,146.15,142.84,142.78,143.87,143.67,144.36,184.6,126,"5,38,83,890","7,77,88,49,397.59","1,94,245"
22-Nov-24,EQ,140.15,143.19,139.65,140.22,142.55,142.78,141.57,184.6,124.05,"4,37,10,169","6,18,80,14,583.09","2,18,947"
21-Nov-24,EQ,139.5,141.6,137.25,139.46,140,140.22,139.78,184.6,124.05,"5,83,98,744","8,16,28,40,711.77","3,07,883"
19-Nov-24,EQ,142,142.49,139.06,141.21,139.58,139.46,140.88,184.6,124.05,"3,76,11,903","5,29,87,00,773.90","2,10,103"
18-Nov-24,EQ,139.49,143.25,138,137.98,141.2,141.21,140.81,184.6,124.05,"4,02,33,848","5,66,52,74,322.36","2,69,998"
14-Nov-24,EQ,139.71,140.73,137.5,139.17,138.1,137.98,138.75,184.6,119.9,"3,63,45,184","5,04,29,69,174.22","2,92,008"
13-Nov-24,EQ,143.6,143.6,138.6,144.17,139.69,139.17,140.03,184.6,119.9,"5,76,09,083","8,06,67,78,657.17","4,28,370"
12-Nov-24,EQ,145.65,147.13,143.6,145.01,143.9,144.17,145.51,184.6,119.9,"2,88,61,672","4,19,97,99,655.07","2,46,899"
11-Nov-24,EQ,147.57,147.69,144.1,147.57,145.3,145.01,145.58,184.6,119.9,"4,74,97,863","6,91,45,06,463.50","3,15,622"
08-Nov-24,EQ,152,152,146.94,150.95,147.3,147.57,149.2,184.6,117.5,"6,19,80,989","9,24,74,04,903.34","2,88,855"
07-Nov-24,EQ,156.11,156.92,150.2,153.62,151.15,150.95,153.48,184.6,117.5,"8,82,54,789","13,54,54,12,839.66","3,73,011"
06-Nov-24,EQ,154,154.95,149.59,152.29,153.81,153.62,151.73,184.6,117.5,"4,89,28,986","7,42,39,63,642.10","2,61,381"
05-Nov-24,EQ,147,152.55,146.95,146.95,152.45,152.29,150.69,184.6,117.5,"4,27,72,283","6,44,51,42,415.20","2,44,601"
04-Nov-24,EQ,150,150,145.1,149.75,147.1,146.95,146.86,184.6,117.5,"2,55,71,021","3,75,54,35,352.87","2,87,395"
01-Nov-24,EQ,149.66,150.25,149,148.56,149.7,149.75,149.85,184.6,114.6,"51,06,804","76,52,48,053.69","90,862"
31-Oct-24,EQ,149.08,149.95,148.2,148.97,148.33,148.56,148.87,184.6,114.6,"2,63,83,702","3,92,76,61,607.97","1,92,116"
30-Oct-24,EQ,148.1,150.95,148.1,150.06,148.85,148.97,149.65,184.6,114.6,"2,13,62,130","3,19,69,26,857.03","1,79,907"
29-Oct-24,EQ,149.85,150.45,146.55,149.38,150.1,150.06,148.24,184.6,114.6,"3,22,58,407","4,78,20,62,026.21","2,78,118"
28-Oct-24,EQ,146,149.73,144.73,145.86,149.5,149.38,148.11,184.6,114.6,"2,83,86,897","4,20,44,85,399.50","2,02,518"
25-Oct-24,EQ,149,149.5,144.43,148.98,146.25,145.86,145.89,184.6,114.6,"3,97,30,802","5,79,62,63,940.69","3,02,722"
24-Oct-24,EQ,149.49,149.83,148.01,148.78,149.06,148.98,148.92,184.6,114.6,"2,21,15,070","3,29,34,53,859.18","2,09,076"
23-Oct-24,EQ,150.3,151.95,148.05,150.39,148.69,148.78,149.84,184.6,114.6,"4,21,07,893","6,30,95,47,439.99","2,45,073"
22-Oct-24,EQ,154.9,154.9,150.1,155.03,150.9,150.39,151.88,184.6,114.6,"3,90,79,846","5,93,54,26,865.61","2,28,867"
21-Oct-24,EQ,156.1,157.93,154.59,155.39,155,155.03,155.43,184.6,114.6,"2,57,99,090","4,01,00,16,405.81","1,96,995"
18-Oct-24,EQ,152.4,156.2,151.1,152.4,155.5,155.39,154.3,184.6,114.6,"3,47,50,795","5,36,22,10,491.59","2,12,619"
17-Oct-24,EQ,155.65,156.3,152.1,155.24,152.5,152.4,153.63,184.6,114.6,"2,84,04,223","4,36,37,40,733.71","1,87,556"
16-Oct-24,EQ,155.19,156.55,154.02,155.63,155.1,155.24,155.35,184.6,114.6,"2,85,18,262","4,43,03,22,683.94","2,14,491"
15-Oct-24,EQ,159.5,159.53,155.05,158.32,155.66,155.63,156.14,184.6,114.6,"3,89,64,393","6,08,38,46,366.99","2,61,649"
14-Oct-24,EQ,161.88,163.38,158.04,160.66,158.29,158.32,159.69,184.6,114.6,"3,55,66,857","5,67,98,04,268.10","2,36,374"
11-Oct-24,EQ,159.3,163.78,159.2,159.72,160.85,160.66,161.54,184.6,114.6,"5,32,63,433","8,60,41,75,534.70","2,31,565"
10-Oct-24,EQ,158.3,161.18,156.6,159.06,159.99,159.72,159.82,184.6,114.6,"4,65,07,936","7,43,30,63,758.17","2,85,169"
09-Oct-24,EQ,159.52,162.2,158.11,159.52,158.3,159.06,160.33,184.6,114.6,"4,27,66,218","6,85,69,06,324.55","2,47,518"
08-Oct-24,EQ,163,163.59,156.7,164.36,159.89,159.52,159.07,184.6,114.6,"7,49,56,764","11,92,30,16,296.84","4,92,897"
07-Oct-24,EQ,167.1,167.95,162.33,166.75,164.08,164.36,164.93,184.6,114.6,"4,87,75,098","8,04,43,65,273.28","3,74,772"
04-Oct-24,EQ,167,169.1,164,166.98,166.92,166.75,166.97,184.6,114.6,"5,38,80,875","8,99,64,65,098.83","3,25,032"
03-Oct-24,EQ,165.5,169.99,164.52,167.03,166.99,166.98,167.92,184.6,114.6,"7,59,59,797","12,75,49,92,195.57","4,75,585"
01-Oct-24,EQ,169.49,169.49,165.1,168.55,166.7,167.03,167.13,184.6,114.6,"5,07,61,579","8,48,38,29,166.82","2,85,911"
30-Sep-24,EQ,167.5,170.18,167.26,166.55,168.11,168.55,169.02,184.6,114.6,"9,23,81,529","15,61,46,00,724.62","4,40,055"
27-Sep-24,EQ,167,169.01,165.89,165.61,166.13,166.55,167.16,184.6,114.6,"7,27,95,668","12,16,87,93,625.37","3,90,367"
26-Sep-24,EQ,162,165.9,160.48,161.66,165.41,165.61,164.02,184.6,114.6,"8,86,61,662","14,54,21,31,498.26","4,02,853"
25-Sep-24,EQ,161.5,162.69,159.52,160.53,161.53,161.66,161.19,184.6,114.6,"5,80,44,967","9,35,62,42,523.27","3,45,741"
24-Sep-24,EQ,155.15,161.5,154.85,153.99,160.65,160.53,159.11,184.6,114.6,"13,74,14,352","21,86,40,32,282.12","5,60,847"
23-Sep-24,EQ,154.38,154.39,152.8,152.02,153.85,153.99,153.57,184.6,114.6,"3,32,81,905","5,11,11,94,267.46","2,32,550"
20-Sep-24,EQ,151,153.34,150.65,149.54,152.1,152.02,152.14,184.6,114.6,"5,38,73,369","8,19,61,75,102.12","2,75,747"
19-Sep-24,EQ,151.89,152.19,147.79,150.6,150.08,149.54,149.59,184.6,114.6,"3,69,13,781","5,52,18,18,580.40","2,76,513"
18-Sep-24,EQ,152.4,152.98,149.61,152.82,150.55,150.6,151.06,184.6,114.6,"2,48,56,345","3,75,48,98,081.08","1,93,657"
17-Sep-24,EQ,154,154.24,152.27,154.21,152.7,152.82,153.06,184.6,114.6,"1,82,75,113","2,79,72,51,834.59","1,70,530"
16-Sep-24,EQ,155,155.66,153.5,153.49,154.15,154.21,154.43,184.6,114.6,"3,25,75,460","5,03,05,30,504.26","2,20,809"
13-Sep-24,EQ,152.78,155.4,152.5,151.74,153.4,153.49,153.99,184.6,114.6,"5,48,94,255","8,45,29,36,106.91","3,07,875"
12-Sep-24,EQ,152,152.44,148.75,148.17,151.8,151.74,150.69,184.6,114.6,"7,31,91,476","11,02,95,00,349.23","3,94,657"
11-Sep-24,EQ,149.9,150.2,147.62,149.42,148.38,148.17,148.9,184.6,114.6,"2,46,33,287","3,66,78,99,119.21","2,14,629"
10-Sep-24,EQ,150.5,151.59,148.81,149.47,149.59,149.42,149.93,184.6,114.6,"4,16,07,844","6,23,81,34,738.95","3,03,910"
09-Sep-24,EQ,150.9,150.9,148.05,151.22,149.5,149.47,149.39,184.6,114.6,"3,26,24,586","4,87,36,87,014.29","3,74,794"
06-Sep-24,EQ,151.94,152.9,149.65,151.72,151.25,151.22,151.12,184.6,114.6,"3,07,09,532","4,64,07,28,389.77","2,44,219"
05-Sep-24,EQ,151,152.79,151,151.18,152.03,151.72,151.9,184.6,114.6,"2,83,47,324","4,30,60,27,852.48","2,04,493"
04-Sep-24,EQ,149.5,152.18,149.16,152.15,150.95,151.18,150.88,184.6,114.6,"3,96,13,696","5,97,67,22,246.84","2,71,132"
03-Sep-24,EQ,152.84,153.45,152.01,152.88,152.28,152.15,152.42,184.6,114.6,"1,97,80,066","3,01,48,27,041.84","2,17,103"
02-Sep-24,EQ,153.9,153.9,152.14,152.76,152.7,152.88,152.93,184.6,114.6,"1,92,00,143","2,93,62,09,047.13","2,02,414"
30-Aug-24,EQ,153,155.25,152.47,152.97,153.3,152.76,153.54,184.6,114.6,"5,51,34,023","8,46,52,02,363.90","2,38,118"
29-Aug-24,EQ,153.21,153.56,151.2,153.7,153.15,152.97,152.64,184.6,114.6,"4,44,52,983","6,78,54,77,200.23","2,63,576"
28-Aug-24,EQ,154.7,155,153.05,154.7,153.65,153.7,153.88,184.6,114.6,"2,51,95,197","3,87,69,60,988.41","2,00,539"
27-Aug-24,EQ,155.8,156.5,154.6,155.7,154.75,154.7,155.27,184.6,114.6,"2,45,23,684","3,80,78,46,590.08","1,86,818"
26-Aug-24,EQ,154.61,156.4,153.7,154.2,155.9,155.7,155.03,184.6,114.6,"3,24,97,603","5,03,81,36,287.29","2,23,228"
23-Aug-24,EQ,154,154.39,152.55,154.14,154.3,154.2,153.73,184.6,114.6,"3,14,90,857","4,84,11,54,185.73","2,03,065"
22-Aug-24,EQ,152.51,154.35,152.51,151.92,154,154.14,153.67,184.6,114.6,"3,67,19,176","5,64,27,70,858.27","2,47,398"
21-Aug-24,EQ,153,154.18,151.77,153.93,152,151.92,152.43,184.6,114.6,"4,97,49,381","7,58,33,11,060.60","2,79,210"
20-Aug-24,EQ,155.7,155.7,152.8,153.96,153.85,153.93,153.47,184.6,114.6,"3,75,59,016","5,76,40,44,551.48","2,51,608"
19-Aug-24,EQ,150.85,154.3,150.39,149.52,154.09,153.96,152.26,184.6,114.6,"6,28,89,770","9,57,53,47,355.95","4,56,383"
16-Aug-24,EQ,148,150,146.46,146.17,149.5,149.52,147.79,184.6,114.6,"5,41,31,721","8,00,02,49,513.64","3,59,932"
14-Aug-24,EQ,149.9,149.9,142.35,148.88,146.5,146.17,145.48,184.6,114.6,"9,79,11,180","14,24,38,51,337.90","5,69,116"
13-Aug-24,EQ,152.1,152.95,148.5,152.06,148.9,148.88,150.42,184.6,114.6,"2,93,96,493","4,42,18,44,562.26","3,00,330"
12-Aug-24,EQ,151,153.4,149.88,151.81,152.14,152.06,152.12,184.6,114.6,"3,05,50,334","4,64,73,83,059.79","2,38,401"
09-Aug-24,EQ,153,153,151.25,150.28,151.7,151.81,152.06,184.6,114.6,"2,32,90,101","3,54,14,92,860.00","2,59,551"
08-Aug-24,EQ,153.4,153.44,150,153.86,150.6,150.28,151.32,184.6,114.6,"5,18,58,615","7,84,73,12,494.99","3,71,279"
07-Aug-24,EQ,153.7,154.3,151.9,150.32,154.15,153.86,153.05,184.6,114.6,"3,20,29,697","4,90,21,70,111.94","3,09,953"
06-Aug-24,EQ,151.21,153.8,149.61,149.82,151.17,150.32,151.52,184.6,114.6,"5,35,07,102","8,10,71,88,228.99","5,89,379"
05-Aug-24,EQ,153.66,154,149,158.22,149.34,149.82,151.19,184.6,114.6,"10,28,83,971","15,55,49,00,022.60","9,17,741"
02-Aug-24,EQ,161,161.19,154.72,163.06,158.39,158.22,158.29,184.6,114.6,"7,24,27,529","11,46,46,27,804.85","6,69,777"
